,user_id,week,creation_source,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,visited,adopted_user
5048,6913,22,ORG_INVITE,0,0,71,22,yes
5049,6914,23,GUEST_INVITE,0,0,167,272,yes
5050,6916,18,ORG_INVITE,0,0,172,3,yes
5051,6917,36,SIGNUP_GOOGLE_AUTH,0,0,237,1,No
5052,6918,31,ORG_INVITE,0,0,288,1,No
5053,6919,51,ORG_INVITE,0,0,66,1,No
5054,6921,34,PERSONAL_PROJECTS,0,0,103,1,No
5055,6922,23,SIGNUP_GOOGLE_AUTH,1,0,6,5,yes
5056,6924,23,ORG_INVITE,1,1,23,24,yes
5057,6926,43,PERSONAL_PROJECTS,1,0,3,1,No
5058,6927,8,SIGNUP,0,0,1,1,No
5059,6928,21,ORG_INVITE,0,1,301,1,No
5060,6929,1,SIGNUP,1,0,9,1,No
5061,6931,47,ORG_INVITE,1,0,41,1,No
5062,6932,21,ORG_INVITE,1,0,104,1,No
5063,6933,13,SIGNUP,1,0,28,1,No
5064,6935,36,ORG_INVITE,0,0,223,1,No
5065,6936,47,SIGNUP,0,0,0,1,No
5066,6938,22,SIGNUP_GOOGLE_AUTH,1,0,343,304,yes
5067,6939,6,SIGNUP_GOOGLE_AUTH,0,0,4,1,No
5068,6940,48,GUEST_INVITE,0,0,13,1,No
5069,6941,38,SIGNUP,0,0,147,1,No
5070,6942,46,ORG_INVITE,0,0,411,1,No
5071,6945,22,SIGNUP,0,0,5,1,No
5072,6947,14,PERSONAL_PROJECTS,0,0,383,1,No
5073,6948,40,ORG_INVITE,1,1,5,1,No
5074,6949,23,GUEST_INVITE,0,0,54,1,No
5075,6950,20,ORG_INVITE,0,0,189,2,No
5076,6951,44,SIGNUP,0,0,408,1,No
5077,6953,2,ORG_INVITE,0,0,2,1,No
5078,6955,16,ORG_INVITE,0,0,2,1,No
5079,6956,21,ORG_INVITE,0,0,37,5,yes
5080,6957,22,ORG_INVITE,1,0,333,1,No
5081,6958,17,SIGNUP,1,1,333,1,No
5082,6960,2,SIGNUP,0,0,338,1,No
5083,6961,45,GUEST_INVITE,0,0,0,1,No
5084,6962,22,GUEST_INVITE,0,0,5,6,yes
5085,6963,2,GUEST_INVITE,0,0,290,5,yes
5086,6965,31,ORG_INVITE,1,1,56,8,yes
5087,6966,20,SIGNUP,1,1,45,146,yes
5088,6967,18,SIGNUP_GOOGLE_AUTH,0,0,167,1,No
5089,6968,21,ORG_INVITE,0,0,88,1,No
5090,6969,34,ORG_INVITE,1,0,286,2,No
5091,6970,47,ORG_INVITE,0,0,408,1,No
5092,6971,21,PERSONAL_PROJECTS,0,0,410,15,yes
5093,6972,26,SIGNUP,0,0,49,1,No
5094,6973,19,ORG_INVITE,1,0,0,1,No
5095,6974,47,SIGNUP_GOOGLE_AUTH,0,0,66,1,No
5096,6975,27,GUEST_INVITE,1,0,262,1,No
5097,6978,23,PERSONAL_PROJECTS,0,0,194,383,yes
5098,6979,44,ORG_INVITE,0,0,350,1,No
5099,6980,7,SIGNUP_GOOGLE_AUTH,1,0,14,1,No
5100,6981,21,SIGNUP_GOOGLE_AUTH,0,0,289,3,yes
5101,6982,21,SIGNUP_GOOGLE_AUTH,0,0,276,48,yes
5102,6984,40,GUEST_INVITE,0,0,18,1,No
5103,6985,4,SIGNUP_GOOGLE_AUTH,1,0,29,2,No
5104,6988,22,ORG_INVITE,0,0,89,187,yes
5105,6989,51,GUEST_INVITE,0,0,28,1,No
5106,6990,16,SIGNUP,0,0,7,1,No
5107,6991,34,ORG_INVITE,0,0,45,1,No
5108,6992,23,SIGNUP,0,0,83,63,yes
5109,6993,9,GUEST_INVITE,0,0,180,22,yes
5110,6994,6,ORG_INVITE,0,0,110,2,No
5111,6995,15,ORG_INVITE,0,0,293,1,No
5112,6996,41,SIGNUP_GOOGLE_AUTH,0,0,204,2,No
5113,6997,51,GUEST_INVITE,0,0,362,1,No
5114,6998,22,ORG_INVITE,1,0,98,13,yes
5115,6999,20,PERSONAL_PROJECTS,0,0,339,1,No
5116,7000,32,SIGNUP,0,0,220,1,No
5117,7001,37,ORG_INVITE,0,0,162,1,No
5118,7002,21,ORG_INVITE,0,0,20,1,No
5119,7003,52,ORG_INVITE,0,0,20,1,No
5120,7004,23,SIGNUP_GOOGLE_AUTH,0,0,16,105,yes
5121,7005,17,SIGNUP,0,0,33,1,No
5122,7010,24,SIGNUP,0,0,194,1,No
5123,7011,42,ORG_INVITE,1,1,4,1,No
5124,7013,2,SIGNUP,0,0,98,1,No
5125,7014,14,ORG_INVITE,0,0,9,3,yes
5126,7015,22,SIGNUP,0,0,248,36,yes
5127,7016,44,PERSONAL_PROJECTS,1,1,298,1,No
5128,7017,43,GUEST_INVITE,0,0,72,1,No
5129,7018,36,GUEST_INVITE,1,1,182,2,No
5130,7019,22,GUEST_INVITE,0,0,240,93,yes
5131,7020,25,PERSONAL_PROJECTS,0,0,47,3,yes
5132,7021,10,SIGNUP,0,0,330,1,No
5133,7022,50,SIGNUP,0,0,121,1,No
5134,7023,23,ORG_INVITE,0,0,61,286,yes
5135,7024,42,ORG_INVITE,1,0,61,1,No
5136,7027,30,GUEST_INVITE,0,0,63,2,No
5137,7028,39,ORG_INVITE,0,0,0,1,No
5138,7029,22,SIGNUP_GOOGLE_AUTH,0,0,0,165,yes
5139,7031,17,SIGNUP_GOOGLE_AUTH,1,1,12,1,No
5140,7032,23,GUEST_INVITE,0,0,332,1,No
5141,7033,48,ORG_INVITE,0,0,5,1,No
5142,7034,27,ORG_INVITE,0,0,187,10,yes
5143,7036,51,GUEST_INVITE,0,0,310,1,No
5144,7038,41,ORG_INVITE,0,0,3,2,No
5145,7043,43,ORG_INVITE,1,0,344,1,No
5146,7045,17,SIGNUP,0,0,373,1,No
5147,7046,22,ORG_INVITE,0,0,281,1,No
5148,7047,33,SIGNUP,0,0,45,1,No
5149,7048,16,SIGNUP_GOOGLE_AUTH,0,0,334,4,yes
5150,7051,37,SIGNUP_GOOGLE_AUTH,1,1,64,1,No
5151,7052,21,SIGNUP,0,0,63,1,No
5152,7056,16,SIGNUP_GOOGLE_AUTH,0,0,318,1,No
5153,7057,48,ORG_INVITE,0,0,17,1,No
5154,7058,25,ORG_INVITE,0,0,6,1,No
5155,7059,48,PERSONAL_PROJECTS,1,0,23,1,No
5156,7060,32,SIGNUP,0,0,92,1,No
5157,7061,18,ORG_INVITE,0,0,25,1,No
5158,7062,23,ORG_INVITE,1,0,176,1,No
5159,7067,12,SIGNUP_GOOGLE_AUTH,1,1,138,1,No
5160,7068,21,GUEST_INVITE,0,0,20,1,No
5161,7069,7,SIGNUP,1,1,25,1,No
5162,7070,51,SIGNUP,0,0,149,1,No
5163,7071,22,ORG_INVITE,1,1,24,203,yes
5164,7073,51,ORG_INVITE,0,0,10,1,No
5165,7074,23,ORG_INVITE,1,1,181,85,yes
5166,7075,9,ORG_INVITE,0,0,185,1,No
5167,7076,28,SIGNUP,0,0,183,1,No
5168,7077,19,ORG_INVITE,1,1,2,1,No
5169,7079,9,SIGNUP_GOOGLE_AUTH,0,0,24,1,No
5170,7080,2,ORG_INVITE,0,0,181,5,yes
5171,7081,40,ORG_INVITE,0,0,9,1,No
5172,7082,16,ORG_INVITE,0,0,161,1,No
5173,7083,44,ORG_INVITE,1,0,292,1,No
5174,7084,12,SIGNUP_GOOGLE_AUTH,0,0,112,1,No
5175,7085,35,ORG_INVITE,0,0,1,2,No
5176,7086,5,ORG_INVITE,0,0,283,1,No
5177,7088,8,ORG_INVITE,0,0,320,1,No
5178,7089,50,ORG_INVITE,0,0,13,1,No
5179,7091,29,ORG_INVITE,0,0,0,1,No
5180,7092,33,ORG_INVITE,0,0,5,1,No
5181,7094,19,SIGNUP_GOOGLE_AUTH,0,0,4,1,No
5182,7095,49,GUEST_INVITE,0,0,46,1,No
5183,7096,13,ORG_INVITE,0,0,389,6,yes
5184,7097,19,ORG_INVITE,0,0,340,13,yes
5185,7098,22,ORG_INVITE,1,1,26,1,No
5186,7099,28,SIGNUP,0,0,162,1,No
5187,7101,23,PERSONAL_PROJECTS,0,0,190,229,yes
5188,7103,52,SIGNUP_GOOGLE_AUTH,1,1,2,1,No
5189,7104,21,SIGNUP_GOOGLE_AUTH,1,1,225,261,yes
5190,7105,1,ORG_INVITE,1,0,191,1,No
5191,7106,41,ORG_INVITE,0,0,2,1,No
5192,7107,23,SIGNUP_GOOGLE_AUTH,0,0,399,350,yes
5193,7109,11,SIGNUP,0,0,134,1,No
5194,7110,26,SIGNUP_GOOGLE_AUTH,0,1,28,1,No
5195,7111,21,ORG_INVITE,1,0,233,38,yes
5196,7112,33,SIGNUP_GOOGLE_AUTH,0,0,23,1,No
5197,7113,43,ORG_INVITE,0,0,59,1,No
5198,7114,20,SIGNUP,1,1,0,67,yes
5199,7115,52,GUEST_INVITE,0,0,1,1,No
5200,7116,10,ORG_INVITE,0,0,5,1,No
5201,7117,17,SIGNUP,0,0,8,1,No
5202,7119,26,ORG_INVITE,0,0,411,1,No
5203,7120,23,SIGNUP,0,0,270,480,yes
5204,7121,6,PERSONAL_PROJECTS,0,0,350,1,No
5205,7122,48,ORG_INVITE,0,0,68,1,No
5206,7124,32,ORG_INVITE,0,0,211,1,No
5207,7125,12,SIGNUP_GOOGLE_AUTH,0,0,168,1,No
5208,7126,16,ORG_INVITE,1,1,99,1,No
5209,7127,50,ORG_INVITE,0,0,104,1,No
5210,7129,46,SIGNUP_GOOGLE_AUTH,1,0,89,1,No
5211,7130,33,ORG_INVITE,0,0,100,1,No
5212,7131,22,SIGNUP_GOOGLE_AUTH,0,0,34,321,yes
5213,7132,49,SIGNUP,0,0,192,1,No
5214,7133,16,ORG_INVITE,0,0,383,1,No
5215,7134,14,SIGNUP,1,1,174,1,No
5216,7135,46,SIGNUP,1,0,167,1,No
5217,7137,32,SIGNUP,0,0,74,1,No
5218,7138,7,SIGNUP,0,0,47,1,No
5219,7139,9,ORG_INVITE,0,0,121,1,No
5220,7140,43,ORG_INVITE,1,1,234,1,No
5221,7142,50,ORG_INVITE,0,0,0,1,No
5222,7143,47,PERSONAL_PROJECTS,0,0,88,1,No
5223,7145,4,SIGNUP_GOOGLE_AUTH,0,0,38,1,No
5224,7147,2,ORG_INVITE,1,1,3,1,No
5225,7148,36,ORG_INVITE,0,0,5,1,No
5226,7149,1,GUEST_INVITE,0,0,0,1,No
5227,7150,16,GUEST_INVITE,0,0,138,1,No
5228,7151,33,SIGNUP_GOOGLE_AUTH,0,0,0,1,No
5229,7152,1,GUEST_INVITE,0,0,68,1,No
5230,7153,23,GUEST_INVITE,1,0,48,378,yes
5231,7154,22,ORG_INVITE,0,0,17,1,No
5232,7155,17,SIGNUP,0,0,18,1,No
5233,7156,22,SIGNUP,0,0,194,9,yes
5234,7157,33,GUEST_INVITE,1,0,85,1,No
5235,7158,21,GUEST_INVITE,0,0,414,6,yes
5236,7161,18,GUEST_INVITE,1,0,331,1,No
5237,7162,18,SIGNUP_GOOGLE_AUTH,0,0,43,1,No
5238,7164,14,ORG_INVITE,1,1,85,1,No
5239,7165,20,SIGNUP_GOOGLE_AUTH,0,0,16,4,yes
5240,7166,18,GUEST_INVITE,0,0,298,1,No
5241,7167,30,SIGNUP_GOOGLE_AUTH,0,0,12,1,No
5242,7168,46,SIGNUP_GOOGLE_AUTH,0,0,209,1,No
5243,7169,47,SIGNUP_GOOGLE_AUTH,0,0,338,1,No
5244,7170,34,ORG_INVITE,0,0,145,5,yes
5245,7171,40,ORG_INVITE,0,0,4,1,No
5246,7172,23,ORG_INVITE,0,0,285,33,yes
5247,7173,43,GUEST_INVITE,0,0,152,18,yes
5248,7174,52,ORG_INVITE,0,0,8,1,No
5249,7175,43,PERSONAL_PROJECTS,0,0,226,2,No
5250,7176,9,SIGNUP,0,0,284,1,No
5251,7177,2,ORG_INVITE,0,0,331,1,No
5252,7178,51,SIGNUP,0,0,186,1,No
5253,7179,7,SIGNUP_GOOGLE_AUTH,0,0,62,1,No
5254,7180,16,SIGNUP_GOOGLE_AUTH,0,0,6,1,No
5255,7181,16,ORG_INVITE,0,0,268,1,No
5256,7182,3,SIGNUP,0,0,313,1,No
5257,7183,32,SIGNUP,0,1,7,1,No
5258,7184,8,ORG_INVITE,0,0,89,1,No
5259,7185,40,SIGNUP,0,0,59,1,No
5260,7186,19,ORG_INVITE,0,1,14,1,No
5261,7187,31,SIGNUP_GOOGLE_AUTH,0,0,140,1,No
5262,7189,42,SIGNUP,0,0,187,3,yes
5263,7190,43,SIGNUP_GOOGLE_AUTH,0,0,91,1,No
5264,7191,4,SIGNUP,0,0,9,1,No
5265,7192,18,SIGNUP,0,0,10,8,yes
5266,7194,21,SIGNUP,1,0,50,253,yes
5267,7196,6,ORG_INVITE,1,1,147,5,yes
5268,7197,48,SIGNUP,0,0,324,1,No
5269,7198,22,ORG_INVITE,1,0,206,7,yes
5270,7199,48,ORG_INVITE,0,0,6,3,yes
5271,7200,19,PERSONAL_PROJECTS,0,0,280,1,No
5272,7204,10,SIGNUP,0,0,215,1,No
5273,7205,42,GUEST_INVITE,1,1,2,133,yes
5274,7206,33,ORG_INVITE,0,0,27,1,No
5275,7207,47,ORG_INVITE,0,0,179,2,No
5276,7208,12,ORG_INVITE,0,0,6,3,yes
5277,7209,22,ORG_INVITE,1,1,77,194,yes
5278,7210,23,ORG_INVITE,0,1,243,545,yes
5279,7212,22,SIGNUP_GOOGLE_AUTH,1,1,333,4,yes
5280,7213,44,GUEST_INVITE,0,0,372,1,No
5281,7215,3,SIGNUP_GOOGLE_AUTH,0,0,34,22,yes
5282,7219,46,SIGNUP_GOOGLE_AUTH,0,0,16,4,yes
5283,7221,51,GUEST_INVITE,1,0,4,4,yes
5284,7222,44,SIGNUP,1,0,206,1,No
5285,7223,8,SIGNUP,0,0,196,1,No
5286,7225,3,PERSONAL_PROJECTS,0,0,257,1,No
5287,7228,38,GUEST_INVITE,0,0,415,1,No
5288,7230,48,GUEST_INVITE,1,0,145,1,No
5289,7231,51,ORG_INVITE,1,0,97,3,yes
5290,7233,16,ORG_INVITE,1,0,4,1,No
5291,7234,16,ORG_INVITE,1,1,199,14,yes
5292,7235,31,GUEST_INVITE,0,1,38,1,No
5293,7236,22,ORG_INVITE,0,0,24,1,No
5294,7237,7,SIGNUP,1,0,15,1,No
5295,7238,5,ORG_INVITE,0,0,230,1,No
5296,7239,4,GUEST_INVITE,1,0,84,1,No
5297,7240,12,ORG_INVITE,1,0,272,1,No
5298,7241,36,SIGNUP,0,0,154,1,No
5299,7242,23,SIGNUP,0,0,63,16,yes
5300,7244,41,SIGNUP,0,0,2,1,No
5301,7246,18,ORG_INVITE,0,0,38,1,No
5302,7248,22,ORG_INVITE,0,0,18,212,yes
5303,7249,10,SIGNUP,0,0,275,1,No
5304,7251,31,SIGNUP,1,0,238,1,No
5305,7252,38,SIGNUP,0,0,18,1,No
5306,7253,3,ORG_INVITE,0,0,5,1,No
5307,7254,30,SIGNUP_GOOGLE_AUTH,0,0,59,1,No
5308,7255,45,ORG_INVITE,1,1,54,1,No
5309,7256,11,ORG_INVITE,1,1,119,1,No
5310,7257,22,SIGNUP_GOOGLE_AUTH,0,0,360,119,yes
5311,7259,11,ORG_INVITE,1,1,62,1,No
5312,7260,1,PERSONAL_PROJECTS,1,0,16,1,No
5313,7261,18,SIGNUP_GOOGLE_AUTH,0,1,167,3,yes
5314,7262,6,ORG_INVITE,0,0,51,1,No
5315,7263,15,PERSONAL_PROJECTS,0,0,182,1,No
5316,7264,12,SIGNUP,0,1,7,1,No
5317,7266,33,PERSONAL_PROJECTS,1,1,4,1,No
5318,7268,8,PERSONAL_PROJECTS,0,0,187,1,No
5319,7272,18,GUEST_INVITE,0,0,333,1,No
5320,7273,41,ORG_INVITE,0,0,74,1,No
5321,7274,35,ORG_INVITE,0,0,61,1,No
5322,7276,18,ORG_INVITE,0,0,194,1,No
5323,7277,38,ORG_INVITE,1,1,2,1,No
5324,7278,19,ORG_INVITE,1,1,156,1,No
5325,7279,12,SIGNUP_GOOGLE_AUTH,0,0,308,1,No
5326,7281,42,SIGNUP_GOOGLE_AUTH,1,1,31,1,No
5327,7282,27,SIGNUP,0,1,7,1,No
5328,7283,21,SIGNUP_GOOGLE_AUTH,0,0,27,98,yes
5329,7284,4,SIGNUP,1,1,4,1,No
5330,7285,21,SIGNUP,1,0,340,2,No
5331,7286,22,ORG_INVITE,0,0,14,1,No
5332,7287,16,PERSONAL_PROJECTS,0,0,52,1,No
5333,7289,25,SIGNUP,0,0,53,1,No
5334,7290,31,SIGNUP_GOOGLE_AUTH,0,0,0,1,No
5335,7291,37,GUEST_INVITE,0,0,396,1,No
5336,7293,39,ORG_INVITE,0,0,116,1,No
5337,7294,47,ORG_INVITE,0,0,94,1,No
5338,7295,4,SIGNUP_GOOGLE_AUTH,0,0,1,1,No
5339,7296,38,GUEST_INVITE,0,0,93,6,yes
5340,7298,8,GUEST_INVITE,0,0,0,1,No
5341,7299,26,SIGNUP,0,0,143,1,No
5342,7300,4,GUEST_INVITE,1,0,349,1,No
5343,7301,22,SIGNUP_GOOGLE_AUTH,1,0,369,8,yes
5344,7302,28,SIGNUP_GOOGLE_AUTH,1,1,241,1,No
5345,7304,3,SIGNUP,0,0,280,1,No
5346,7305,30,SIGNUP_GOOGLE_AUTH,1,0,120,1,No
5347,7308,10,SIGNUP_GOOGLE_AUTH,0,0,113,1,No
5348,7309,43,PERSONAL_PROJECTS,0,0,80,1,No
5349,7310,40,SIGNUP,0,0,17,3,yes
5350,7311,5,ORG_INVITE,0,0,201,1,No
5351,7313,21,SIGNUP,0,0,150,1,No
5352,7314,26,SIGNUP,0,0,93,1,No
5353,7315,36,SIGNUP,0,0,1,1,No
5354,7316,51,PERSONAL_PROJECTS,1,0,1,1,No
5355,7318,10,ORG_INVITE,0,0,3,1,No
5356,7319,21,SIGNUP,1,1,6,1,No
5357,7320,19,ORG_INVITE,1,0,71,1,No
5358,7323,21,SIGNUP,0,0,90,10,yes
5359,7324,39,SIGNUP,0,0,249,1,No
5360,7325,48,PERSONAL_PROJECTS,0,0,0,1,No
5361,7326,22,SIGNUP_GOOGLE_AUTH,1,0,23,1,No
5362,7327,7,SIGNUP_GOOGLE_AUTH,0,0,201,6,yes
5363,7328,29,GUEST_INVITE,0,0,181,1,No
5364,7329,38,ORG_INVITE,1,0,33,1,No
5365,7331,51,ORG_INVITE,0,0,29,2,No
5366,7333,40,SIGNUP_GOOGLE_AUTH,0,0,216,1,No
5367,7335,52,SIGNUP,0,0,79,1,No
5368,7337,35,SIGNUP_GOOGLE_AUTH,0,0,289,1,No
5369,7338,38,SIGNUP,0,0,85,1,No
5370,7341,8,ORG_INVITE,0,0,308,1,No
5371,7342,34,SIGNUP,0,0,395,8,yes
5372,7344,5,ORG_INVITE,0,0,172,1,No
5373,7345,30,PERSONAL_PROJECTS,1,0,91,1,No
5374,7346,50,GUEST_INVITE,0,0,2,1,No
5375,7347,2,ORG_INVITE,0,0,195,1,No
5376,7348,36,GUEST_INVITE,0,0,6,1,No
5377,7349,21,ORG_INVITE,0,0,375,5,yes
5378,7351,45,GUEST_INVITE,0,0,333,19,yes
5379,7352,19,SIGNUP_GOOGLE_AUTH,1,0,294,1,No
5380,7353,13,SIGNUP,0,0,318,1,No
5381,7355,22,SIGNUP_GOOGLE_AUTH,0,0,346,1,No
5382,7356,11,ORG_INVITE,0,0,64,1,No
5383,7359,44,ORG_INVITE,0,0,200,1,No
5384,7361,43,ORG_INVITE,1,0,168,1,No
5385,7362,11,ORG_INVITE,0,0,40,5,yes
5386,7363,15,ORG_INVITE,1,1,94,1,No
5387,7364,4,SIGNUP,0,0,156,1,No
5388,7365,45,ORG_INVITE,1,0,194,1,No
5389,7366,38,ORG_INVITE,1,0,162,1,No
5390,7368,12,SIGNUP_GOOGLE_AUTH,0,0,282,1,No
5391,7369,2,SIGNUP,0,0,25,1,No
5392,7370,20,PERSONAL_PROJECTS,1,1,59,1,No
5393,7371,50,GUEST_INVITE,0,0,0,1,No
5394,7373,20,ORG_INVITE,0,0,269,1,No
5395,7375,23,SIGNUP_GOOGLE_AUTH,0,0,99,422,yes
5396,7376,9,ORG_INVITE,1,0,10,1,No
5397,7377,36,ORG_INVITE,0,0,2,1,No
5398,7378,19,GUEST_INVITE,0,0,6,18,yes
5399,7380,23,SIGNUP,1,0,281,60,yes
5400,7381,25,ORG_INVITE,0,0,0,1,No
5401,7382,17,GUEST_INVITE,1,1,12,1,No
5402,7383,16,ORG_INVITE,0,0,343,1,No
5403,7384,39,GUEST_INVITE,0,0,380,5,yes
5404,7385,19,SIGNUP_GOOGLE_AUTH,0,0,1,4,yes
5405,7386,21,SIGNUP,0,0,13,106,yes
5406,7387,14,SIGNUP,0,0,261,1,No
5407,7388,45,PERSONAL_PROJECTS,0,0,65,1,No
5408,7391,6,PERSONAL_PROJECTS,0,0,220,1,No
5409,7392,40,SIGNUP_GOOGLE_AUTH,0,0,112,1,No
5410,7393,28,ORG_INVITE,1,0,234,1,No
5411,7395,23,ORG_INVITE,1,0,240,2,No
5412,7398,23,ORG_INVITE,1,1,280,92,yes
5413,7399,15,SIGNUP,0,0,339,10,yes
5414,7400,50,SIGNUP,0,0,259,1,No
5415,7401,21,GUEST_INVITE,0,0,70,195,yes
5416,7402,13,GUEST_INVITE,0,0,1,1,No
5417,7403,19,PERSONAL_PROJECTS,0,0,173,9,yes
5418,7404,18,GUEST_INVITE,1,0,89,1,No
5419,7405,22,ORG_INVITE,0,1,24,122,yes
5420,7406,15,ORG_INVITE,0,1,396,4,yes
5421,7408,48,GUEST_INVITE,0,0,0,1,No
5422,7409,21,ORG_INVITE,0,0,303,58,yes
5423,7410,30,ORG_INVITE,0,1,43,1,No
5424,7411,23,SIGNUP_GOOGLE_AUTH,0,0,19,12,yes
5425,7412,21,GUEST_INVITE,0,0,103,1,No
5426,7413,38,SIGNUP,0,0,68,1,No
5427,7414,43,ORG_INVITE,0,0,401,1,No
5428,7415,19,GUEST_INVITE,0,0,0,1,No
5429,7417,14,GUEST_INVITE,0,0,21,1,No
5430,7418,2,SIGNUP,0,0,114,1,No
5431,7421,34,ORG_INVITE,0,0,208,1,No
5432,7422,45,PERSONAL_PROJECTS,1,1,0,1,No
5433,7423,20,ORG_INVITE,0,0,357,1,No
5434,7424,14,ORG_INVITE,0,0,43,2,No
5435,7426,18,ORG_INVITE,0,0,298,1,No
5436,7427,2,SIGNUP,0,0,3,1,No
5437,7428,19,ORG_INVITE,0,0,13,1,No
5438,7429,31,SIGNUP_GOOGLE_AUTH,0,0,1,1,No
5439,7431,23,SIGNUP_GOOGLE_AUTH,0,0,35,406,yes
5440,7432,21,ORG_INVITE,0,0,119,1,No
5441,7433,14,ORG_INVITE,0,0,92,1,No
5442,7434,15,SIGNUP_GOOGLE_AUTH,0,0,46,1,No
5443,7435,11,SIGNUP,0,0,379,1,No
5444,7436,23,ORG_INVITE,0,0,3,162,yes
5445,7437,30,SIGNUP_GOOGLE_AUTH,0,0,248,3,yes
5446,7438,34,ORG_INVITE,0,0,132,2,No
5447,7439,31,SIGNUP,0,1,6,1,No
5448,7441,23,GUEST_INVITE,1,0,104,13,yes
5449,7443,23,ORG_INVITE,0,0,366,95,yes
5450,7444,24,ORG_INVITE,0,0,189,1,No
5451,7446,22,SIGNUP,1,0,163,1,No
5452,7447,43,ORG_INVITE,0,0,147,1,No
5453,7449,23,GUEST_INVITE,0,0,12,77,yes
5454,7450,45,SIGNUP,1,0,311,64,yes
5455,7452,52,ORG_INVITE,0,0,238,1,No
5456,7453,3,ORG_INVITE,0,0,311,1,No
5457,7458,10,SIGNUP_GOOGLE_AUTH,0,0,356,1,No
5458,7460,43,SIGNUP,0,0,372,1,No
5459,7461,5,SIGNUP,0,0,9,1,No
5460,7462,32,ORG_INVITE,0,0,280,1,No
5461,7463,8,PERSONAL_PROJECTS,0,0,75,1,No
5462,7465,4,ORG_INVITE,0,0,140,1,No
5463,7466,44,ORG_INVITE,0,0,356,1,No
5464,7468,6,ORG_INVITE,0,0,4,1,No
5465,7469,30,ORG_INVITE,0,0,4,1,No
5466,7471,17,ORG_INVITE,0,0,75,1,No
5467,7473,4,SIGNUP,0,1,0,1,No
5468,7475,21,SIGNUP,0,0,198,13,yes
5469,7476,13,SIGNUP_GOOGLE_AUTH,1,0,11,1,No
5470,7478,40,SIGNUP_GOOGLE_AUTH,0,0,28,1,No
5471,7479,28,ORG_INVITE,0,0,179,1,No
5472,7480,22,SIGNUP,0,0,327,4,yes
5473,7481,22,GUEST_INVITE,0,0,369,1,No
5474,7482,21,ORG_INVITE,1,1,19,1,No
5475,7483,7,SIGNUP_GOOGLE_AUTH,1,0,177,1,No
5476,7484,20,ORG_INVITE,1,0,69,1,No
5477,7486,44,ORG_INVITE,0,1,214,1,No
5478,7487,11,SIGNUP_GOOGLE_AUTH,0,0,376,1,No
5479,7488,12,SIGNUP_GOOGLE_AUTH,1,1,59,1,No
5480,7491,5,GUEST_INVITE,0,0,95,2,No
5481,7492,39,PERSONAL_PROJECTS,0,0,38,1,No
5482,7493,6,PERSONAL_PROJECTS,0,0,133,17,yes
5483,7494,1,SIGNUP_GOOGLE_AUTH,0,0,120,1,No
5484,7495,20,PERSONAL_PROJECTS,0,0,22,1,No
5485,7496,50,SIGNUP,0,0,206,1,No
5486,7498,49,ORG_INVITE,0,0,366,3,yes
5487,7499,28,SIGNUP,0,0,23,1,No
5488,7500,49,SIGNUP_GOOGLE_AUTH,0,0,250,1,No
5489,7502,3,GUEST_INVITE,0,0,236,1,No
5490,7503,8,ORG_INVITE,0,0,204,5,yes
5491,7504,6,ORG_INVITE,0,1,110,1,No
5492,7507,41,ORG_INVITE,0,0,50,1,No
5493,7509,40,SIGNUP,0,0,72,1,No
5494,7511,23,ORG_INVITE,0,0,206,429,yes
5495,7514,13,SIGNUP,1,1,279,1,No
5496,7518,22,SIGNUP_GOOGLE_AUTH,1,1,109,40,yes
5497,7520,25,SIGNUP,0,0,10,1,No
5498,7521,20,SIGNUP,0,0,62,1,No
5499,7522,4,SIGNUP_GOOGLE_AUTH,0,0,145,1,No
5500,7523,10,ORG_INVITE,0,0,3,1,No
5501,7524,4,GUEST_INVITE,0,0,4,1,No
5502,7525,15,ORG_INVITE,0,0,174,1,No
5503,7526,30,PERSONAL_PROJECTS,0,0,0,1,No
5504,7527,11,ORG_INVITE,0,0,119,1,No
5505,7528,34,SIGNUP_GOOGLE_AUTH,0,0,28,1,No
5506,7529,34,ORG_INVITE,1,1,265,28,yes
5507,7530,20,ORG_INVITE,0,0,132,2,No
5508,7531,22,SIGNUP_GOOGLE_AUTH,0,0,81,1,No
5509,7534,42,SIGNUP,0,1,31,1,No
5510,7536,21,GUEST_INVITE,0,0,163,487,yes
5511,7538,9,SIGNUP,0,1,335,22,yes
5512,7539,32,ORG_INVITE,0,0,166,5,yes
5513,7540,22,ORG_INVITE,0,0,8,1,No
5514,7542,34,GUEST_INVITE,0,0,49,1,No
5515,7543,35,GUEST_INVITE,0,0,160,1,No
5516,7544,23,ORG_INVITE,0,0,83,78,yes
5517,7546,6,SIGNUP_GOOGLE_AUTH,0,0,50,1,No
5518,7547,51,SIGNUP_GOOGLE_AUTH,1,0,398,1,No
5519,7549,13,ORG_INVITE,0,0,236,6,yes
5520,7551,51,SIGNUP,1,1,41,1,No
5521,7552,9,GUEST_INVITE,1,1,13,1,No
5522,7553,34,SIGNUP,0,0,35,1,No
5523,7554,4,SIGNUP,0,0,268,1,No
5524,7555,36,GUEST_INVITE,0,0,245,88,yes
5525,7556,23,ORG_INVITE,0,0,387,229,yes
5526,7557,44,ORG_INVITE,0,0,382,1,No
5527,7561,43,GUEST_INVITE,1,1,275,1,No
